Year,County,PDI Number,PDI,Observed,Expected,"Risk Adjusted Rate Per 100,000 People",Difference in Rates
2010,Washington,PDI_15,Diabetes Short-term Complications,45.4,20.11,55.84,25.29
2011,Washington,PDI_15,Diabetes Short-term Complications,11.2,20.92,13.36,-9.72
2012,Washington,PDI_15,Diabetes Short-term Complications,52.64,18.27,68.38,34.37
2009,Washington,PDI_16,Gastroenteritis,69.63,103.5,87.69,-33.87
2010,Washington,PDI_16,Gastroenteritis,110.33,68.89,164.21,41.44
2011,Washington,PDI_16,Gastroenteritis,46.99,76.74,61.1,-29.74
2012,Washington,PDI_16,Gastroenteritis,74.23,57.96,112.57,16.28
2009,Washington,PDI_18,Urinary Tract Infection,46.42,28.09,72.3,18.33
2010,Washington,PDI_18,Urinary Tract Infection,31.52,28.16,47.12,3.37
2011,Washington,PDI_18,Urinary Tract Infection,23.5,25.78,36.05,-2.28
2012,Washington,PDI_18,Urinary Tract Infection,37.12,23.9,52.82,13.21
2009,Washington,PDI_90,Pediatric Quality Overall Composite,164.87,154.66,285.12,10.21
2010,Washington,PDI_90,Pediatric Quality Overall Composite,170.26,134.33,298.56,35.93
2011,Washington,PDI_90,Pediatric Quality Overall Composite,67.2,135.16,114.96,-67.96
2012,Washington,PDI_90,Pediatric Quality Overall Composite,136.87,122.31,251.42,14.57
2009,Washington,PDI_91,Pediatric Quality Acute Composite,32.97,56.95,42.4,-23.97
2010,Washington,PDI_91,Pediatric Quality Acute Composite,68.1,55.46,87.61,12.65
2011,Washington,PDI_91,Pediatric Quality Acute Composite,44.8,51.16,55.84,-6.37
2012,Washington,PDI_91,Pediatric Quality Acute Composite,63.17,42.62,85.83,20.55
2009,Washington,PDI_92,Pediatric Quality Chronic Composite,131.9,97.71,262.18,34.19
2010,Washington,PDI_92,Pediatric Quality Chronic Composite,102.16,78.88,212.69,23.28
2011,Washington,PDI_92,Pediatric Quality Chronic Composite,22.4,83.99,44.65,-61.6
2012,Washington,PDI_92,Pediatric Quality Chronic Composite,73.7,79.68,154.24,-5.98
2009,Wayne,PDI_14,Asthma,78.95,136.44,140.51,-57.49
2010,Wayne,PDI_14,Asthma,64.97,114.67,116.59,-49.7
2011,Wayne,PDI_14,Asthma,59.13,116.26,104.91,-57.13
2012,Wayne,PDI_14,Asthma,64.57,119.06,114.1,-54.49
2009,Wayne,PDI_15,Diabetes Short-term Complications,13.38,23.81,15.58,-10.42
2010,Wayne,PDI_15,Diabetes Short-term Complications,0,21.12,0,-21.12
2011,Wayne,PDI_15,Diabetes Short-term Complications,6.72,21.95,7.63,-15.24
2012,Wayne,PDI_15,Diabetes Short-term Complications,12.48,19.97,14.84,-7.49
2009,Wayne,PDI_16,Gastroenteritis,61.21,109.18,73.07,-47.96
2010,Wayne,PDI_16,Gastroenteritis,42.85,76.89,57.14,-34.04
2011,Wayne,PDI_16,Gastroenteritis,32.88,83.34,39.36,-50.46
2012,Wayne,PDI_16,Gastroenteritis,30.81,67,40.42,-36.19
2009,Wayne,PDI_18,Urinary Tract Infection,4.71,31.38,6.57,-26.67
2010,Wayne,PDI_18,Urinary Tract Infection,4.76,32.2,6.22,-27.44
2011,Wayne,PDI_18,Urinary Tract Infection,23.49,29.98,30.98,-6.5
2012,Wayne,PDI_18,Urinary Tract Infection,35.21,28.12,42.6,7.09
2009,Wayne,PDI_90,Pediatric Quality Overall Composite,80.29,171.98,124.87,-91.68
2010,Wayne,PDI_90,Pediatric Quality Overall Composite,75.11,151.18,117.03,-76.07
2011,Wayne,PDI_90,Pediatric Quality Overall Composite,73.86,153.05,111.59,-79.19
2012,Wayne,PDI_90,Pediatric Quality Overall Composite,112.35,143.12,176.36,-30.77
2009,Wayne,PDI_91,Pediatric Quality Acute Composite,13.38,59.66,16.43,-46.28
2010,Wayne,PDI_91,Pediatric Quality Acute Composite,27.31,58.55,33.28,-31.24
2011,Wayne,PDI_91,Pediatric Quality Acute Composite,33.57,54.55,39.25,-20.98
2012,Wayne,PDI_91,Pediatric Quality Acute Composite,56.17,47.17,68.97,9.01
2009,Wayne,PDI_92,Pediatric Quality Chronic Composite,66.91,112.32,115.71,-45.41
2010,Wayne,PDI_92,Pediatric Quality Chronic Composite,47.8,92.63,84.74,-44.83
2011,Wayne,PDI_92,Pediatric Quality Chronic Composite,40.29,98.5,68.49,-58.21
2012,Wayne,PDI_92,Pediatric Quality Chronic Composite,56.17,95.95,97.62,-39.78
2009,Westchester,PDI_14,Asthma,115.35,226.24,123.81,-110.89
2010,Westchester,PDI_14,Asthma,103.31,190.5,111.59,-87.19
2011,Westchester,PDI_14,Asthma,110.81,190.32,120.1,-79.51
2012,Westchester,PDI_14,Asthma,117.71,198.46,124.79,-80.74
2009,Westchester,PDI_15,Diabetes Short-term Complications,20.74,27.28,21.08,-6.53
2010,Westchester,PDI_15,Diabetes Short-term Complications,11.39,24.34,11.57,-12.95
2011,Westchester,PDI_15,Diabetes Short-term Complications,10.15,24.69,10.25,-14.55
2012,Westchester,PDI_15,Diabetes Short-term Complications,7.5,23.48,7.58,-15.98
2009,Westchester,PDI_16,Gastroenteritis,78.36,125.39,81.45,-47.03
2010,Westchester,PDI_16,Gastroenteritis,60.62,97.7,63.62,-37.08
2011,Westchester,PDI_16,Gastroenteritis,71.63,95.05,75.18,-23.43
2012,Westchester,PDI_16,Gastroenteritis,57.02,84.71,59.16,-27.69
2009,Westchester,PDI_18,Urinary Tract Infection,22.51,42.45,23.2,-19.93
2010,Westchester,PDI_18,Urinary Tract Infection,26.6,41,27.31,-14.4
2011,Westchester,PDI_18,Urinary Tract Infection,29.7,38.28,30.68,-8.58
2012,Westchester,PDI_18,Urinary Tract Infection,33.26,33.22,34.06,0.04
2009,Westchester,PDI_90,Pediatric Quality Overall Composite,123.2,258.77,127.34,-135.56
2010,Westchester,PDI_90,Pediatric Quality Overall Composite,127.14,227.35,131.73,-100.2
2011,Westchester,PDI_90,Pediatric Quality Overall Composite,124.92,223.69,129.12,-98.77
2012,Westchester,PDI_90,Pediatric Quality Overall Composite,130.01,221.35,131.96,-91.33
2009,Westchester,PDI_91,Pediatric Quality Acute Composite,32.06,72.35,32.45,-40.29
2010,Westchester,PDI_91,Pediatric Quality Acute Composite,46.18,70.38,46.81,-24.2
2011,Westchester,PDI_91,Pediatric Quality Acute Composite,46.92,63.28,47.3,-16.36
2012,Westchester,PDI_91,Pediatric Quality Acute Composite,40.63,57.98,40.58,-17.35
2009,Westchester,PDI_92,Pediatric Quality Chronic Composite,91.15,186.42,94.96,-95.28
2010,Westchester,PDI_92,Pediatric Quality Chronic Composite,80.97,156.97,84.7,-76.01
2011,Westchester,PDI_92,Pediatric Quality Chronic Composite,77.99,160.41,81.41,-82.42
2012,Westchester,PDI_92,Pediatric Quality Chronic Composite,89.38,163.37,91.24,-73.99
2009,Wyoming,PDI_14,Asthma,51.28,114.11,109.12,-62.84
2010,Wyoming,PDI_14,Asthma,39.88,92.42,88.79,-52.54
2011,Wyoming,PDI_14,Asthma,38.38,91.27,86.75,-52.89
2012,Wyoming,PDI_14,Asthma,23.77,90.85,55.04,-67.08
2009,Wyoming,PDI_15,Diabetes Short-term Complications,17.36,22.72,21.17,-5.37
2010,Wyoming,PDI_15,Diabetes Short-term Complications,36.16,20.12,44.44,16.04
2011,Wyoming,PDI_15,Diabetes Short-term Complications,0,20.89,0,-20.89
2012,Wyoming,PDI_15,Diabetes Short-term Complications,47.96,17.86,63.76,30.11
2009,Wyoming,PDI_16,Gastroenteritis,97.97,104.24,122.49,-6.28
2010,Wyoming,PDI_16,Gastroenteritis,63.44,68.66,94.73,-5.23
2011,Wyoming,PDI_16,Gastroenteritis,61.18,76.07,80.23,-14.9
2012,Wyoming,PDI_16,Gastroenteritis,56.87,57.25,87.31,-0.38
2009,Wyoming,PDI_18,Urinary Tract Infection,0,28.17,0,-28.17
2010,Wyoming,PDI_18,Urinary Tract Infection,25.37,28.63,37.3,-3.26
2011,Wyoming,PDI_18,Urinary Tract Infection,24.47,25.98,37.25,-1.51
2012,Wyoming,PDI_18,Urinary Tract Infection,11.37,23.99,16.13,-12.61
2009,Wyoming,PDI_90,Pediatric Quality Overall Composite,104.13,154.56,180.2,-50.43
2010,Wyoming,PDI_90,Pediatric Quality Overall Composite,108.48,133.59,191.28,-25.11
2011,Wyoming,PDI_90,Pediatric Quality Overall Composite,104.02,134.53,178.79,-30.51
2012,Wyoming,PDI_90,Pediatric Quality Overall Composite,143.89,118.62,272.51,25.26
2009,Wyoming,PDI_91,Pediatric Quality Acute Composite,34.71,57,44.59,-22.29
2010,Wyoming,PDI_91,Pediatric Quality Acute Composite,54.24,55.57,69.63,-1.33
2011,Wyoming,PDI_91,Pediatric Quality Acute Composite,86.69,51.31,107.74,35.37
2012,Wyoming,PDI_91,Pediatric Quality Acute Composite,63.95,42.21,87.74,21.74
2009,Wyoming,PDI_92,Pediatric Quality Chronic Composite,69.42,97.56,138.21,-28.14
2010,Wyoming,PDI_92,Pediatric Quality Chronic Composite,54.24,78.01,114.17,-23.77
2011,Wyoming,PDI_92,Pediatric Quality Chronic Composite,17.34,83.22,34.89,-65.88
2012,Wyoming,PDI_92,Pediatric Quality Chronic Composite,79.94,76.42,174.44,3.52
2009,Yates,PDI_14,Asthma,54.45,117.46,112.56,-63.02
2010,Yates,PDI_14,Asthma,18.5,92.92,40.96,-74.42
2011,Yates,PDI_14,Asthma,0,94.81,0,-94.81
2012,Yates,PDI_14,Asthma,17.22,89.98,40.26,-72.76
2009,Yates,PDI_15,Diabetes Short-term Complications,24.36,22.79,29.63,1.57
2010,Yates,PDI_15,Diabetes Short-term Complications,25.01,20.37,30.37,4.64
2011,Yates,PDI_15,Diabetes Short-term Complications,0,21.31,0,-21.31
2012,Yates,PDI_15,Diabetes Short-term Complications,23.27,18.27,30.24,5
2009,Yates,PDI_16,Gastroenteritis,52.03,102.91,65.89,-50.89
2010,Yates,PDI_16,Gastroenteritis,17.62,68.37,26.42,-50.76
2011,Yates,PDI_16,Gastroenteritis,52.68,77.92,67.45,-25.24
2012,Yates,PDI_16,Gastroenteritis,16.42,57.15,25.25,-40.73
2009,Yates,PDI_18,Urinary Tract Infection,17.34,28.39,26.73,-11.04
2010,Yates,PDI_18,Urinary Tract Infection,35.23,28.82,51.44,6.41
2011,Yates,PDI_18,Urinary Tract Infection,0,26.92,0,-26.92
2012,Yates,PDI_18,Urinary Tract Infection,16.42,24.29,23,-7.87
2009,Yates,PDI_90,Pediatric Quality Overall Composite,121.77,157.83,206.35,-36.06
2010,Yates,PDI_90,Pediatric Quality Overall Composite,100.03,134.33,175.4,-34.31
2011,Yates,PDI_90,Pediatric Quality Overall Composite,0,137.35,0,-137.35
2012,Yates,PDI_90,Pediatric Quality Overall Composite,23.27,121.07,43.19,-97.8
2009,Yates,PDI_91,Pediatric Quality Acute Composite,48.71,57.65,61.88,-8.94
2010,Yates,PDI_91,Pediatric Quality Acute Composite,50.01,56.06,63.65,-6.04
2011,Yates,PDI_91,Pediatric Quality Acute Composite,0,52.22,0,-52.22
2012,Yates,PDI_91,Pediatric Quality Acute Composite,0,42.96,0,-42.96
2009,Yates,PDI_92,Pediatric Quality Chronic Composite,73.06,100.19,141.64,-27.12
2010,Yates,PDI_92,Pediatric Quality Chronic Composite,50.01,78.27,104.93,-28.26
2011,Yates,PDI_92,Pediatric Quality Chronic Composite,0,85.13,0,-85.13
2012,Yates,PDI_92,Pediatric Quality Chronic Composite,23.27,78.11,49.68,-54.84
2013,Albany,PDI_14,Asthma,82.24,192.43,87.67,-110.19
2013,Albany,PDI_15,Diabetes Short-term Complications,19.68,25.32,19.32,-5.64
2013,Albany,PDI_16,Gastroenteritis,52.57,86.29,54.87,-33.72
2013,Albany,PDI_18,Urinary Tract Infection,20.35,30.82,22.5,-10.47
2013,Albany,PDI_90,Pediatric Quality Overall Composite,125.46,210.67,133.95,-85.22
2013,Albany,PDI_91,Pediatric Quality Acute Composite,34.44,59.39,36.07,-24.96
2013,Albany,PDI_92,Pediatric Quality Chronic Composite,91.02,151.28,97.9,-60.26
2013,Allegany,PDI_14,Asthma,20.41,81.48,51.37,-61.08
2013,Allegany,PDI_15,Diabetes Short-term Complications,28.37,18.61,37.89,9.76
2013,Allegany,PDI_16,Gastroenteritis,58.15,66.77,78.44,-8.62
2013,Allegany,PDI_18,Urinary Tract Infection,48.45,24.23,68.17,24.23
2013,Allegany,PDI_90,Pediatric Quality Overall Composite,127.66,120.81,237.7,6.85
2013,Allegany,PDI_91,Pediatric Quality Acute Composite,99.29,49.72,124.23,49.57
2013,Allegany,PDI_92,Pediatric Quality Chronic Composite,28.37,71.08,64.94,-42.71
2013,Bronx,PDI_14,Asthma,740.05,330.19,459.75,409.86
2013,Bronx,PDI_15,Diabetes Short-term Complications,43.87,30.6,35.62,13.27
2013,Bronx,PDI_16,Gastroenteritis,178.48,112.07,143.44,66.41
2013,Bronx,PDI_18,Urinary Tract Infection,54.73,45.5,40.99,9.23
2013,Bronx,PDI_90,Pediatric Quality Overall Composite,667.61,335.07,448.16,332.53
2013,Bronx,PDI_91,Pediatric Quality Acute Composite,114.47,76.58,93,37.89
2013,Bronx,PDI_92,Pediatric Quality Chronic Composite,553.14,258.5,348.2,294.64
2013,Broome,PDI_14,Asthma,78.55,147.16,109.5,-68.61
2013,Broome,PDI_15,Diabetes Short-term Complications,63.99,22.27,71.4,41.72
2013,Broome,PDI_16,Gastroenteritis,51.29,84.08,54.95,-32.79
2013,Broome,PDI_18,Urinary Tract Infection,56.42,30.35,63.37,26.07
2013,Broome,PDI_90,Pediatric Quality Overall Composite,176.91,174.41,228.16,2.5
2013,Broome,PDI_91,Pediatric Quality Acute Composite,56.46,57.62,60.96,-1.16
2013,Broome,PDI_92,Pediatric Quality Chronic Composite,120.45,116.79,167.82,3.66
2013,Cattaraugus,PDI_14,Asthma,5.76,124.8,9.47,-119.04
2013,Cattaraugus,PDI_15,Diabetes Short-term Complications,8.12,21.53,9.37,-13.41
2013,Cattaraugus,PDI_16,Gastroenteritis,27.25,84.57,29.02,-57.32
2013,Cattaraugus,PDI_18,Urinary Tract Infection,21.8,30.71,24.19,-8.91
2013,Cattaraugus,PDI_90,Pediatric Quality Overall Composite,48.72,159.15,68.86,-110.43
2013,Cattaraugus,PDI_91,Pediatric Quality Acute Composite,32.48,58.29,34.67,-25.81
2013,Cattaraugus,PDI_92,Pediatric Quality Chronic Composite,16.24,100.86,26.2,-84.62
2013,Cayuga,PDI_14,Asthma,69.46,111.79,127.46,-42.33
2013,Cayuga,PDI_15,Diabetes Short-term Complications,26.06,20.97,30.88,5.09
2013,Cayuga,PDI_16,Gastroenteritis,66.1,76.12,78.22,-10.02
2013,Cayuga,PDI_18,Urinary Tract Infection,18.03,27.68,22.2,-9.65
2013,Cayuga,PDI_90,Pediatric Quality Overall Composite,121.61,148.36,184.38,-26.75
2013,Cayuga,PDI_91,Pediatric Quality Acute Composite,52.12,54.55,59.44,-2.43
2013,Cayuga,PDI_92,Pediatric Quality Chronic Composite,69.49,93.81,120.54,-24.32
2013,Chautauqua,PDI_14,Asthma,33.25,127.89,53.34,-94.64
2013,Chautauqua,PDI_15,Diabetes Short-term Complications,20.55,21.16,24.13,-0.61
2013,Chautauqua,PDI_16,Gastroenteritis,76.97,81.68,84.88,-4.71
2013,Chautauqua,PDI_18,Urinary Tract Infection,10.5,30.47,11.74,-19.98
2013,Chautauqua,PDI_90,Pediatric Quality Overall Composite,92.48,161.08,129.14,-68.6
2013,Chautauqua,PDI_91,Pediatric Quality Acute Composite,56.52,57.19,61.48,-0.67
2013,Chautauqua,PDI_92,Pediatric Quality Chronic Composite,35.96,103.9,56.33,-67.93
2013,Chemung,PDI_14,Asthma,74.96,146.81,104.74,-71.85
2013,Chemung,PDI_15,Diabetes Short-term Complications,7.49,22.77,8.17,-15.28
2013,Chemung,PDI_16,Gastroenteritis,60.88,86.55,63.36,-25.66
2013,Chemung,PDI_18,Urinary Tract Infection,71.03,30.75,78.73,40.28
2013,Chemung,PDI_90,Pediatric Quality Overall Composite,149.78,174.9,192.63,-25.12
2013,Chemung,PDI_91,Pediatric Quality Acute Composite,97.36,58.62,103.32,38.73
2013,Chemung,PDI_92,Pediatric Quality Chronic Composite,52.42,116.28,73.36,-63.85
2013,Chenango,PDI_14,Asthma,19.28,90.24,43.82,-70.96
2013,Chenango,PDI_15,Diabetes Short-term Complications,0,19.31,0,-19.31
2013,Chenango,PDI_16,Gastroenteritis,45.93,68.68,60.23,-22.75
2013,Chenango,PDI_18,Urinary Tract Infection,27.56,24.94,37.65,2.61
2013,Chenango,PDI_90,Pediatric Quality Overall Composite,13.09,130.02,22.64,-116.93
2013,Chenango,PDI_91,Pediatric Quality Acute Composite,13.09,51.69,15.75,-38.6
2013,Chenango,PDI_92,Pediatric Quality Chronic Composite,0,78.33,0,-78.33
2013,Clinton,PDI_14,Asthma,89.48,93.62,196.07,-4.14
2013,Clinton,PDI_15,Diabetes Short-term Complications,0,19.31,0,-19.31
2013,Clinton,PDI_16,Gastroenteritis,84.74,71.9,106.15,12.83
2013,Clinton,PDI_18,Urinary Tract Infection,26.07,25.9,34.31,0.17
2013,Clinton,PDI_90,Pediatric Quality Overall Composite,171.58,129.6,297.79,41.98
2013,Clinton,PDI_91,Pediatric Quality Acute Composite,123.92,51.39,150,72.52
2013,Clinton,PDI_92,Pediatric Quality Chronic Composite,47.66,78.2,99.17,-30.54
2013,Columbia,PDI_14,Asthma,43.21,133.51,66.39,-90.3
2013,Columbia,PDI_15,Diabetes Short-term Complications,23.44,22.15,26.29,1.29
2013,Columbia,PDI_16,Gastroenteritis,74.36,78.41,85.43,-4.04
2013,Columbia,PDI_18,Urinary Tract Infection,16.53,28.56,19.72,-12.03
2013,Columbia,PDI_90,Pediatric Quality Overall Composite,70.32,164.56,96.13,-94.24
2013,Columbia,PDI_91,Pediatric Quality Acute Composite,35.16,55.68,39.28,-20.52
2013,Columbia,PDI_92,Pediatric Quality Chronic Composite,35.16,108.87,52.55,-73.71
2013,Cortland,PDI_14,Asthma,10.33,101.09,20.95,-90.76
2013,Cortland,PDI_15,Diabetes Short-term Complications,0,19.73,0,-19.73
2013,Cortland,PDI_16,Gastroenteritis,9.8,74.14,11.91,-64.34
2013,Cortland,PDI_18,Urinary Tract Infection,19.6,26.62,25.1,-7.02
2013,Cortland,PDI_90,Pediatric Quality Overall Composite,14.43,135.77,23.91,-121.34
2013,Cortland,PDI_91,Pediatric Quality Acute Composite,14.43,52.76,17.02,-38.33
2013,Cortland,PDI_92,Pediatric Quality Chronic Composite,0,83.01,0,-83.01
2013,Delaware,PDI_14,Asthma,69.74,95.47,149.84,-25.74
2013,Delaware,PDI_15,Diabetes Short-term Complications,0,19.83,0,-19.83
2013,Delaware,PDI_16,Gastroenteritis,44.3,70.02,56.99,-25.72
2013,Delaware,PDI_18,Urinary Tract Infection,11.08,26.38,14.31,-15.31
2013,Delaware,PDI_90,Pediatric Quality Overall Composite,129.22,136.54,212.88,-7.32
2013,Delaware,PDI_91,Pediatric Quality Acute Composite,64.61,52.52,76.54,12.09
2013,Delaware,PDI_92,Pediatric Quality Chronic Composite,64.61,84.02,125.13,-19.41
2013,Dutchess,PDI_14,Asthma,193.14,163.02,243.03,30.12
2013,Dutchess,PDI_15,Diabetes Short-term Complications,13.32,23.72,13.95,-10.41
2013,Dutchess,PDI_16,Gastroenteritis,74.02,81.42,81.89,-7.4
2013,Dutchess,PDI_18,Urinary Tract Infection,31.5,31.13,34.49,0.37
2013,Dutchess,PDI_90,Pediatric Quality Overall Composite,195.33,190.98,230.06,4.35
2013,Dutchess,PDI_91,Pediatric Quality Acute Composite,62.15,58.62,65.96,3.53
2013,Dutchess,PDI_92,Pediatric Quality Chronic Composite,133.18,132.36,163.73,0.82
2013,Erie,PDI_14,Asthma,121.54,184.34,135.25,-62.8
2013,Erie,PDI_15,Diabetes Short-term Complications,52.5,25.22,51.73,27.28
2013,Erie,PDI_16,Gastroenteritis,55.58,83.98,59.62,-28.39
2013,Erie,PDI_18,Urinary Tract Infection,22.86,30.03,25.94,-7.17
2013,Erie,PDI_90,Pediatric Quality Overall Composite,171.01,205.32,187.35,-34.31
2013,Erie,PDI_91,Pediatric Quality Acute Composite,37.5,58.53,39.86,-21.03
2013,Erie,PDI_92,Pediatric Quality Chronic Composite,133.51,146.79,148.01,-13.28
2013,Essex,PDI_14,Asthma,0,77.49,0,-77.49
2013,Essex,PDI_15,Diabetes Short-term Complications,0,19,0,-19
2013,Essex,PDI_16,Gastroenteritis,0,65.43,0,-65.43
2013,Essex,PDI_18,Urinary Tract Infection,0,23.78,0,-23.78
2013,Essex,PDI_90,Pediatric Quality Overall Composite,0,118.4,0,-118.4
2013,Essex,PDI_91,Pediatric Quality Acute Composite,0,49.22,0,-49.22
2013,Essex,PDI_92,Pediatric Quality Chronic Composite,0,69.18,0,-69.18
2013,Franklin,PDI_14,Asthma,0,144.85,0,-144.85
2013,Franklin,PDI_15,Diabetes Short-term Complications,0,25,0,-25
2013,Franklin,PDI_16,Gastroenteritis,28.59,92.93,27.71,-64.34
2013,Franklin,PDI_18,Urinary Tract Infection,0,33.45,0,-33.45
2013,Franklin,PDI_90,Pediatric Quality Overall Composite,0,188.14,0,-188.14
2013,Franklin,PDI_91,Pediatric Quality Acute Composite,0,65.68,0,-65.68
2013,Franklin,PDI_92,Pediatric Quality Chronic Composite,0,122.47,0,-122.47
2013,Fulton,PDI_14,Asthma,195.68,98.55,407.29,97.12
2013,Fulton,PDI_15,Diabetes Short-term Complications,36.61,19.87,45.79,16.74
2013,Fulton,PDI_16,Gastroenteritis,135.34,71.71,170,63.63
2013,Fulton,PDI_18,Urinary Tract Infection,50.75,26.39,65.54,24.36
2013,Fulton,PDI_90,Pediatric Quality Overall Composite,292.9,135.8,485.16,157.1
2013,Fulton,PDI_91,Pediatric Quality Acute Composite,109.84,52.63,129.84,57.21
2013,Fulton,PDI_92,Pediatric Quality Chronic Composite,183.06,83.17,358.16,99.89
2013,Genesee,PDI_14,Asthma,65.69,117.42,114.76,-51.73
2013,Genesee,PDI_15,Diabetes Short-term Complications,45.59,21.45,52.82,24.14
2013,Genesee,PDI_16,Gastroenteritis,38.92,78.76,44.51,-39.84
2013,Genesee,PDI_18,Urinary Tract Infection,7.79,28.92,9.17,-21.14
2013,Genesee,PDI_90,Pediatric Quality Overall Composite,136.77,154.8,198.73,-18.03
2013,Genesee,PDI_91,Pediatric Quality Acute Composite,34.19,56.43,37.69,-22.24
2013,Genesee,PDI_92,Pediatric Quality Chronic Composite,102.58,98.37,169.68,4.21
2013,Greene,PDI_14,Asthma,81.6,118.63,141.09,-37.04
2013,Greene,PDI_15,Diabetes Short-term Complications,15.89,21.37,18.47,-5.49
2013,Greene,PDI_16,Gastroenteritis,33.17,75.89,39.36,-42.73
2013,Greene,PDI_18,Urinary Tract Infection,22.11,28.52,26.43,-6.4
2013,Greene,PDI_90,Pediatric Quality Overall Composite,127.09,156.79,182.32,-29.7
2013,Greene,PDI_91,Pediatric Quality Acute Composite,47.66,55.69,53.23,-8.04
2013,Greene,PDI_92,Pediatric Quality Chronic Composite,79.43,101.1,127.85,-21.67
2013,Hamilton,PDI_14,Asthma,0,82.32,0,-82.32
2013,Hamilton,PDI_15,Diabetes Short-term Complications,0,18.59,0,-18.59
2013,Hamilton,PDI_16,Gastroenteritis,266.31,62.2,385.63,204.11
2013,Hamilton,PDI_18,Urinary Tract Infection,0,22.02,0,-22.02
2013,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,115.2,0,-115.2
2013,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,47.66,0,-47.66
2013,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,67.54,0,-67.54
2013,Herkimer,PDI_14,Asthma,15.36,92.48,34.06,-77.13
2013,Herkimer,PDI_15,Diabetes Short-term Complications,0,19.02,0,-19.02
2013,Herkimer,PDI_16,Gastroenteritis,29.13,70.85,37.03,-41.73
2013,Herkimer,PDI_18,Urinary Tract Infection,14.56,25.84,19.21,-11.27
2013,Herkimer,PDI_90,Pediatric Quality Overall Composite,31.87,128.58,55.76,-96.7
2013,Herkimer,PDI_91,Pediatric Quality Acute Composite,10.63,51.28,12.89,-40.66
2013,Herkimer,PDI_92,Pediatric Quality Chronic Composite,21.25,77.3,44.73,-56.05
2013,Jefferson,PDI_14,Asthma,73.03,150.59,99.48,-77.56
2013,Jefferson,PDI_15,Diabetes Short-term Complications,0,21.39,0,-21.39
2013,Jefferson,PDI_16,Gastroenteritis,77.8,92.16,76.03,-14.37
2013,Jefferson,PDI_18,Urinary Tract Infection,19.45,32.93,20.13,-13.48
2013,Jefferson,PDI_90,Pediatric Quality Overall Composite,99.14,176,126.7,-76.86
2013,Jefferson,PDI_91,Pediatric Quality Acute Composite,67.83,59.62,70.78,8.21
2013,Jefferson,PDI_92,Pediatric Quality Chronic Composite,31.31,116.38,43.77,-85.07
2013,Kings,PDI_14,Asthma,295.91,272.54,222.73,23.38
2013,Kings,PDI_15,Diabetes Short-term Complications,29.74,29.09,25.41,0.66
2013,Kings,PDI_16,Gastroenteritis,106.51,96.91,98.99,9.59
2013,Kings,PDI_18,Urinary Tract Infection,32.48,34.8,31.82,-2.32
2013,Kings,PDI_90,Pediatric Quality Overall Composite,319.74,284.68,252.64,35.06
2013,Kings,PDI_91,Pediatric Quality Acute Composite,77.18,65.38,73.44,11.8
2013,Kings,PDI_92,Pediatric Quality Chronic Composite,242.56,219.3,179.98,23.26
2013,Lewis,PDI_14,Asthma,0,86.61,0,-86.61
2013,Lewis,PDI_15,Diabetes Short-term Complications,0,18.6,0,-18.6
